"stname","clock","crazy","day"
"seoulstation",20,109,"sun"
"sichong",20,130,"sun"
"sinsuldong",20,62,"sun"
"eulji3ga",20,120,"sun"
"jongro3ga",20,135,"sun"
"dongmyo",21,59,"sun"
"jegidong",21,59,"sun"
"jongkak",21,71,"sun"
"jongro5",21,66,"sun"
"cheongryangri",21,53,"sun"
"kangnam",21,109,"sun"
"kangbyeon",21,68,"sun"
"keondae",21,61,"sun"
"gurodigital",21,89,"sun"
"gooui",21,65,"sun"
"kkachisan",21,5,"sun"
"nakseongdae",21,107,"sun"
"dangsan",21,83,"sun"
"daerim",21,90,"sun"
"dorimcheon",21,48,"sun"
"ttooksum",21,56,"sun"
"moonrae",21,86,"sun"
"bangbae",21,111,"sun"
"bongcheon",21,97,"sun"
"samseong",21,80,"sun"
"sangwangshipri",21,62,"sun"
"seouldaeipgu",21,101,"sun"
"seocho",21,110,"sun"
"seonreung",21,84,"sun"
"seongnae",21,61,"sun"
"seongsu",21,61,"sun"
"seongsuG",21,11,"sun"
"sindap",21,16,"sun"
"sindang",21,60,"sun"
"sindaebang",21,89,"sun"
"sindorim",21,76,"sun"
"sindorimG",21,41,"sun"
"sinrim",21,89,"sun"
"sinjeongnegeori",21,33,"sun"
"sincheon",21,70,"sun"
"sinchon",21,78,"sun"
"ahyeon",21,74,"sun"
"yangcheonguchong",21,42,"sun"
"yeoksam",21,95,"sun"
"yeongdeungpoguchong",21,84,"sun"
"wangshipri",21,57,"sun"
"yongdap",21,16,"sun"
"yongdu",21,14,"sun"
"eulji4ga",21,30,"sun"
"euljiipgu",21,63,"sun"
"ewhadae",21,74,"sun"
"jamsil",21,65,"sun"
"jonghapwoondongjang",21,69,"sun"
"chungjeongro",21,74,"sun"
"hanyangdae",21,57,"sun"
"hapjeong",21,81,"sun"
"hongdae",21,79,"sun"
"karaksijang",21,14,"sun"
"kyeongbokgoong",21,57,"sun"
"keongchalhospital",21,8,"sun"
"expressterminal",21,71,"sun"
"gupabal",21,25,"sun"
"geumho",21,63,"sun"
"southterminal",21,57,"sun"
"nokbeon",21,45,"sun"
"daecheong",21,23,"sun"
"daechi",21,28,"sun"
"dokok",21,31,"sun"
"dokripmoon",21,51,"sun"
"dongdaeipgu",21,63,"sun"
"maebong",21,33,"sun"
"mooakjae",21,50,"sun"
"boolkwang",21,41,"sun"
"suseo",21,18,"sun"
"sinsa",21,67,"sun"
"ankook",21,61,"sun"
"apgujeong",21,67,"sun"
"yaksu",21,60,"sun"
"yangjae",21,44,"sun"
"yeonsinnae",21,31,"sun"
"ogum",21,3,"sun"
"oksu",21,62,"sun"
"ilwon",21,21,"sun"
"jamwon",21,64,"sun"
"jichook",21,33,"sun"
"choongmuro",21,150,"sun"
"hakyeowool",21,26,"sun"
"hongje",21,47,"sun"
"killeum",21,63,"sun"
"namtaeryeong",21,85,"sun"
"nowon",21,21,"sun"
"dangkokae",21,1,"sun"
"dongjak",21,57,"sun"
"myeongdong",21,80,"sun"
"mia",21,54,"sun"
"mia4keori",21,57,"sun"
"samkakji",21,56,"sun"
"sangkye",21,7,"sun"
"sungsinyeodae",21,70,"sun"
"sooyou",21,45,"sun"
"sookmyeong",21,57,"sun"
"sinyongsan",21,57,"sun"
"ssangmoon",21,37,"sun"
"ichon",21,57,"sun"
"changdong",21,30,"sun"
"chongsindae",21,55,"sun"
"hanseongdae",21,76,"sun"
"hyehwa",21,93,"sun"
"hoihyeon",21,70,"sun"
"kyodae",21,175,"sun"
"dongdaemon",21,157,"sun"
"dongyeoksa",21,130,"sun"
"sadang",21,167,"sun"
"seoulstation",21,117,"sun"
"sichong",21,129,"sun"
"sinsuldong",21,67,"sun"
"eulji3ga",21,111,"sun"
"jongro3ga",21,133,"sun"
"dongmyo",22,54,"sun"
"jegidong",22,56,"sun"
"jongkak",22,60,"sun"
"jongro5",22,61,"sun"
"cheongryangri",22,53,"sun"
"kangnam",22,107,"sun"
"kangbyeon",22,60,"sun"
"keondae",22,55,"sun"
"gurodigital",22,101,"sun"
"gooui",22,56,"sun"
"kkachisan",22,5,"sun"
"nakseongdae",22,107,"sun"
"dangsan",22,88,"sun"
"daerim",22,109,"sun"
"dorimcheon",22,44,"sun"
"ttooksum",22,52,"sun"
"moonrae",22,94,"sun"
"bangbae",22,107,"sun"
"bongcheon",22,102,"sun"
"samseong",22,69,"sun"
"sangwangshipri",22,59,"sun"
"seouldaeipgu",22,104,"sun"
"seocho",22,108,"sun"
"seonreung",22,74,"sun"
"seongnae",22,55,"sun"
"seongsu",22,52,"sun"
"seongsuG",22,15,"sun"
"sindap",22,16,"sun"
"sindang",22,58,"sun"
"sindaebang",22,100,"sun"
"sindorim",22,74,"sun"
"sindorimG",22,36,"sun"
"sinrim",22,95,"sun"
"sinjeongnegeori",22,28,"sun"
"sincheon",22,62,"sun"
"sinchon",22,78,"sun"
"ahyeon",22,74,"sun"
"yangcheonguchong",22,37,"sun"
"yeoksam",22,89,"sun"
"yeongdeungpoguchong",22,90,"sun"
"wangshipri",22,55,"sun"
"yongdap",22,14,"sun"
"yongdu",22,13,"sun"
"eulji4ga",22,32,"sun"
"euljiipgu",22,62,"sun"
"ewhadae",22,74,"sun"
"jamsil",22,56,"sun"
"jonghapwoondongjang",22,64,"sun"
"chungjeongro",22,74,"sun"
"hanyangdae",22,55,"sun"
"hapjeong",22,84,"sun"
"hongdae",22,85,"sun"
"karaksijang",22,14,"sun"
"kyeongbokgoong",22,53,"sun"
"keongchalhospital",22,9,"sun"
"expressterminal",22,76,"sun"
"gupabal",22,24,"sun"
"geumho",22,67,"sun"
"southterminal",22,63,"sun"
"nokbeon",22,39,"sun"
"daecheong",22,24,"sun"
"daechi",22,28,"sun"
"dokok",22,30,"sun"
"dokripmoon",22,50,"sun"
"dongdaeipgu",22,64,"sun"
"maebong",22,35,"sun"
"mooakjae",22,51,"sun"
"boolkwang",22,37,"sun"
"suseo",22,17,"sun"
"sinsa",22,74,"sun"
"ankook",22,59,"sun"
"apgujeong",22,72,"sun"
"yaksu",22,61,"sun"
"yangjae",22,46,"sun"
"yeonsinnae",22,27,"sun"
"ogum",22,2,"sun"
"oksu",22,66,"sun"
"ilwon",22,21,"sun"
"jamwon",22,68,"sun"
"jichook",22,38,"sun"
"choongmuro",22,150,"sun"
"hakyeowool",22,26,"sun"
"hongje",22,43,"sun"
"killeum",22,62,"sun"
"namtaeryeong",22,86,"sun"
"nowon",22,19,"sun"
"dangkokae",22,1,"sun"
"dongjak",22,55,"sun"
"myeongdong",22,76,"sun"
"mia",22,52,"sun"
"mia4keori",22,55,"sun"
"samkakji",22,55,"sun"
"sangkye",22,7,"sun"
"sungsinyeodae",22,69,"sun"
"sooyou",22,44,"sun"
"sookmyeong",22,53,"sun"
"sinyongsan",22,55,"sun"
"ssangmoon",22,35,"sun"
"ichon",22,55,"sun"
"changdong",22,28,"sun"
"chongsindae",22,54,"sun"
"hanseongdae",22,73,"sun"
"hyehwa",22,87,"sun"
"hoihyeon",22,64,"sun"
"kyodae",22,175,"sun"
"dongdaemon",22,148,"sun"
"dongyeoksa",22,131,"sun"
"sadang",22,167,"sun"
"seoulstation",22,110,"sun"
"sichong",22,117,"sun"
"sinsuldong",22,65,"sun"
"eulji3ga",22,114,"sun"
"jongro3ga",22,124,"sun"
"dongmyo",23,28,"sun"
"jegidong",23,31,"sun"
"jongkak",23,36,"sun"
"jongro5",23,34,"sun"
"cheongryangri",23,29,"sun"
"kangnam",23,87,"sun"
"kangbyeon",23,60,"sun"
"keondae",23,60,"sun"
"gurodigital",23,79,"sun"
"gooui",23,59,"sun"
"kkachisan",23,3,"sun"
"nakseongdae",23,93,"sun"
"dangsan",23,79,"sun"
"daerim",23,86,"sun"
"dorimcheon",23,34,"sun"
"ttooksum",23,45,"sun"
"moonrae",23,80,"sun"
"bangbae",23,93,"sun"
"bongcheon",23,82,"sun"
"samseong",23,67,"sun"
"sangwangshipri",23,51,"sun"
"seouldaeipgu",23,88,"sun"
"seocho",23,94,"sun"
"seonreung",23,70,"sun"
"seongnae",23,55,"sun"
"seongsu",23,63,"sun"
"seongsuG",23,6,"sun"
"sindap",23,11,"sun"
"sindang",23,48,"sun"
"sindaebang",23,78,"sun"
"sindorim",23,58,"sun"
"sindorimG",23,30,"sun"
"sinrim",23,74,"sun"
"sinjeongnegeori",23,23,"sun"
"sincheon",23,58,"sun"
"sinchon",23,63,"sun"
"ahyeon",23,62,"sun"
"yangcheonguchong",23,29,"sun"
"yeoksam",23,78,"sun"
"yeongdeungpoguchong",23,76,"sun"
"wangshipri",23,46,"sun"
"yongdap",23,12,"sun"
"yongdu",23,9,"sun"
"eulji4ga",23,28,"sun"
"euljiipgu",23,54,"sun"
"ewhadae",23,60,"sun"
"jamsil",23,51,"sun"
"jonghapwoondongjang",23,58,"sun"
"chungjeongro",23,63,"sun"
"hanyangdae",23,46,"sun"
"hapjeong",23,75,"sun"
"hongdae",23,75,"sun"
"karaksijang",23,15,"sun"
"kyeongbokgoong",23,37,"sun"
"keongchalhospital",23,7,"sun"
"expressterminal",23,45,"sun"
"gupabal",23,12,"sun"
"geumho",23,42,"sun"
"southterminal",23,35,"sun"
"nokbeon",23,26,"sun"
"daecheong",23,15,"sun"
"daechi",23,17,"sun"
"dokok",23,20,"sun"
"dokripmoon",23,35,"sun"
"dongdaeipgu",23,40,"sun"
"maebong",23,21,"sun"
"mooakjae",23,34,"sun"
"boolkwang",23,25,"sun"
"suseo",23,11,"sun"
"sinsa",23,40,"sun"
"ankook",23,36,"sun"
"apgujeong",23,43,"sun"
"yaksu",23,40,"sun"
"yangjae",23,26,"sun"
"yeonsinnae",23,17,"sun"
"ogum",23,2,"sun"
"oksu",23,43,"sun"
"ilwon",23,14,"sun"
"jamwon",23,39,"sun"
"jichook",23,30,"sun"
"choongmuro",23,112,"sun"
"hakyeowool",23,17,"sun"
"hongje",23,29,"sun"
"killeum",23,58,"sun"
"namtaeryeong",23,47,"sun"
"nowon",23,19,"sun"
"dangkokae",23,1,"sun"
"dongjak",23,52,"sun"
"myeongdong",23,62,"sun"
"mia",23,48,"sun"
"mia4keori",23,51,"sun"
"samkakji",23,46,"sun"
"sangkye",23,6,"sun"
"sungsinyeodae",23,66,"sun"
"sooyou",23,40,"sun"
"sookmyeong",23,46,"sun"
"sinyongsan",23,49,"sun"
"ssangmoon",23,33,"sun"
"ichon",23,50,"sun"
"changdong",23,29,"sun"
"chongsindae",23,48,"sun"
"hanseongdae",23,61,"sun"
"hyehwa",23,76,"sun"
"hoihyeon",23,51,"sun"
"kyodae",23,130,"sun"
"dongdaemon",23,108,"sun"
"dongyeoksa",23,112,"sun"
"sadang",23,144,"sun"
"seoulstation",23,82,"sun"
"sichong",23,89,"sun"
"sinsuldong",23,36,"sun"
"eulji3ga",23,81,"sun"
"jongro3ga",23,74,"sun"
"dongmyo",24,9,"sun"
"jegidong",24,25,"sun"
"jongkak",24,12,"sun"
"jongro5",24,8,"sun"
"cheongryangri",24,21,"sun"
"kangnam",24,0,"sun"
"kangbyeon",24,0,"sun"
"keondae",24,0,"sun"
"gurodigital",24,0,"sun"
"gooui",24,0,"sun"
"kkachisan",24,0,"sun"
"nakseongdae",24,0,"sun"
"dangsan",24,0,"sun"
"daerim",24,0,"sun"
"dorimcheon",24,0,"sun"
"ttooksum",24,0,"sun"
"moonrae",24,0,"sun"
"bangbae",24,0,"sun"
"bongcheon",24,0,"sun"
"samseong",24,0,"sun"
"sangwangshipri",24,0,"sun"
"seouldaeipgu",24,0,"sun"
"seocho",24,0,"sun"
"seonreung",24,0,"sun"
"seongnae",24,0,"sun"
"seongsu",24,0,"sun"
"seongsuG",24,0,"sun"
"sindap",24,0,"sun"
"sindang",24,0,"sun"
"sindaebang",24,0,"sun"
"sindorim",24,0,"sun"
"sindorimG",24,0,"sun"
"sinrim",24,0,"sun"
"sinjeongnegeori",24,0,"sun"
"sincheon",24,0,"sun"
"sinchon",24,0,"sun"
"ahyeon",24,0,"sun"
"yangcheonguchong",24,0,"sun"
"yeoksam",24,0,"sun"
"yeongdeungpoguchong",24,0,"sun"
"wangshipri",24,0,"sun"
"yongdap",24,0,"sun"
"yongdu",24,0,"sun"
"eulji4ga",24,0,"sun"
"euljiipgu",24,0,"sun"
"ewhadae",24,0,"sun"
"jamsil",24,0,"sun"
"jonghapwoondongjang",24,0,"sun"
"chungjeongro",24,0,"sun"
"hanyangdae",24,0,"sun"
"hapjeong",24,0,"sun"
"hongdae",24,0,"sun"
"karaksijang",24,0,"sun"
"kyeongbokgoong",24,10,"sun"
"keongchalhospital",24,0,"sun"
"expressterminal",24,0,"sun"
"gupabal",24,0,"sun"
"geumho",24,0,"sun"
"southterminal",24,0,"sun"
"nokbeon",24,0,"sun"
"daecheong",24,2,"sun"
"daechi",24,1,"sun"
"dokok",24,0,"sun"
"dokripmoon",24,0,"sun"
"dongdaeipgu",24,0,"sun"
"maebong",24,3,"sun"
"mooakjae",24,0,"sun"
"boolkwang",24,9,"sun"
"suseo",24,0,"sun"
"sinsa",24,0,"sun"
"ankook",24,0,"sun"
"apgujeong",24,0,"sun"
"yaksu",24,0,"sun"
"yangjae",24,3,"sun"
"yeonsinnae",24,3,"sun"
"ogum",24,0,"sun"
"oksu",24,0,"sun"
"ilwon",24,2,"sun"
"jamwon",24,0,"sun"
"jichook",24,0,"sun"
"choongmuro",24,0,"sun"
"hakyeowool",24,1,"sun"
"hongje",24,0,"sun"
"killeum",24,0,"sun"
"namtaeryeong",24,14,"sun"
"nowon",24,8,"sun"
"dangkokae",24,0,"sun"
"dongjak",24,0,"sun"
"myeongdong",24,0,"sun"
"mia",24,0,"sun"
"mia4keori",24,0,"sun"
"samkakji",24,0,"sun"
"sangkye",24,2,"sun"
"sungsinyeodae",24,0,"sun"
"sooyou",24,0,"sun"
"sookmyeong",24,0,"sun"
"sinyongsan",24,0,"sun"
"ssangmoon",24,0,"sun"
"ichon",24,0,"sun"
"changdong",24,0,"sun"
"chongsindae",24,0,"sun"
"hanseongdae",24,0,"sun"
"hyehwa",24,0,"sun"
"hoihyeon",24,0,"sun"
"kyodae",24,0,"sun"
"dongdaemon",24,12,"sun"
"dongyeoksa",24,0,"sun"
"sadang",24,7,"sun"
"seoulstation",24,7,"sun"
"sichong",24,14,"sun"
"sinsuldong",24,27,"sun"
"eulji3ga",24,0,"sun"
"jongro3ga",24,12,"sun"
